,trans_date_trans_time,cc_num,amt,gender,city_pop,dob,unix_time,is_fraud
96,2019-01-01 01:14:11,4423489490781412,50.61,M,1426,1957-03-06,1325380451,0
97,2019-01-01 01:14:11,3518234918950662,50.74,F,46563,1970-09-11,1325380451,0
98,2019-01-01 01:14:55,6593250708747804,186.73,F,26551,1977-01-04,1325380495,0
99,2019-01-01 01:15:01,6011492816282597,39.95,M,2501,1986-06-11,1325380501,0
100,2019-01-01 01:16:52,6593250708747804,55.18,F,26551,1977-01-04,1325380612,0
101,2019-01-01 01:17:44,4149238353975790,92.99,M,632,1989-04-08,1325380664,0
102,2019-01-01 01:18:10,639046421587,43.02,M,1140,1986-06-20,1325380690,0
103,2019-01-01 01:19:02,2235613922823698,51.33,F,241,1980-12-16,1325380742,0
104,2019-01-01 01:19:13,5104807169438134,47.85,F,3255,1978-07-08,1325380753,0
105,2019-01-01 01:20:50,180040027502291,9.23,F,1577385,1957-12-29,1325380850,0
106,2019-01-01 01:21:50,4129767952109660,80.36,F,771,1972-06-14,1325380910,0
107,2019-01-01 01:22:14,4018105808392773675,6.36,F,1533,1935-04-15,1325380934,0
108,2019-01-01 01:22:56,4474324669797121,226.33,M,633,1927-09-09,1325380976,0
109,2019-01-01 01:23:00,30376238035123,215.99,F,217,1928-10-01,1325380980,0
110,2019-01-01 01:23:17,348789608637806,1.47,F,331,1950-08-19,1325380997,0
111,2019-01-01 01:23:26,180014262259255,5.83,F,2566,1958-06-26,1325381006,0
112,2019-01-01 01:23:38,2260801330657968,51.04,F,4845,1926-09-14,1325381018,0
113,2019-01-01 01:23:50,4979422371139333,122.05,F,73,1935-02-10,1325381030,0
114,2019-01-01 01:25:26,375767678113375,106.19,M,4367,1962-04-12,1325381126,0
115,2019-01-01 01:26:03,6011388901471808,129.09,F,427,1951-02-05,1325381163,0
116,2019-01-01 01:28:22,3592325941359225,7.06,F,31970,1935-08-15,1325381302,0
117,2019-01-01 01:28:24,4607072969078276,61.71,F,1493,1985-03-21,1325381304,0
118,2019-01-01 01:30:21,4229733778084049,45.77,M,48194,1990-05-03,1325381421,0
119,2019-01-01 01:30:46,502012776709,61.0,F,165,1945-09-20,1325381446,0
120,2019-01-01 01:31:42,4642894980163,38.7,M,7297,1990-07-13,1325381502,0
121,2019-01-01 01:31:53,501882822387,98.24,F,2799,1961-01-21,1325381513,0
122,2019-01-01 01:32:28,30270432095985,3.66,F,725,1972-11-28,1325381548,0
123,2019-01-01 01:32:31,4683638447911,34.11,M,1261,1972-07-01,1325381551,0
124,2019-01-01 01:32:37,3567879740649740,134.66,F,1271,1958-08-14,1325381557,0
125,2019-01-01 01:33:51,3568736585751727,55.6,M,1195,1974-03-13,1325381631,0
126,2019-01-01 01:33:52,3567879740649740,58.79,F,1271,1958-08-14,1325381632,0
127,2019-01-01 01:34:10,5104807169438134,57.43,F,3255,1978-07-08,1325381650,0
128,2019-01-01 01:34:25,6011104316292105,83.81,F,1970,1985-09-02,1325381665,0
129,2019-01-01 01:34:25,3506592072985012,27.03,M,92608,2001-07-26,1325381665,0
130,2019-01-01 01:36:06,3519607465576254,23.8,F,276,1929-05-06,1325381766,0
131,2019-01-01 01:36:48,676245600876,3.74,F,459921,1960-06-14,1325381808,0
132,2019-01-01 01:36:54,36360452125889,9.07,M,4778,1954-06-14,1325381814,0
133,2019-01-01 01:37:06,3543299015720986,64.72,F,9521,1977-10-19,1325381826,0
134,2019-01-01 01:37:06,6011504998544485,92.56,F,1089,1971-11-02,1325381826,0
135,2019-01-01 01:37:20,3567879740649740,113.19,F,1271,1958-08-14,1325381840,0
136,2019-01-01 01:38:31,4958589671582726883,187.27,M,43102,1950-11-27,1325381911,0
137,2019-01-01 01:39:04,3565943051129759,68.24,M,9165,1963-05-23,1325381944,0
138,2019-01-01 01:41:22,4060579726528237,636.41,M,2661,1948-11-14,1325382082,0
139,2019-01-01 01:41:24,4186530744674,500.92,F,4913,1966-11-10,1325382084,0
140,2019-01-01 01:41:39,5559857416065248,2.1,M,589,1945-12-21,1325382099,0
141,2019-01-01 01:42:45,6515067575568369,69.54,M,3085,1990-10-15,1325382165,0
142,2019-01-01 01:43:03,30074693890476,84.23,F,2691,1993-08-16,1325382183,0
143,2019-01-01 01:43:59,3541687240161491,117.77,M,298,1963-04-22,1325382239,0
144,2019-01-01 01:44:52,213175487106448,5.61,F,932,1954-12-10,1325382292,0
145,2019-01-01 01:44:52,36721445180895,71.74,M,1666,1968-07-01,1325382292,0
146,2019-01-01 01:45:21,3511378610369890,75.76,M,190178,1973-04-01,1325382321,0
147,2019-01-01 01:46:08,6011367958204270,83.1,F,7646,1988-09-15,1325382368,0
148,2019-01-01 01:46:40,38199021865320,32.82,M,477,1988-04-15,1325382400,0
149,2019-01-01 01:47:00,213113028819344,57.5,F,6460,1959-09-27,1325382420,0
150,2019-01-01 01:47:09,4653879239169997,53.87,F,6841,1999-06-06,1325382429,0
151,2019-01-01 01:49:06,374125201044065,47.1,M,601723,1970-07-20,1325382546,0
152,2019-01-01 01:49:35,30074693890476,184.83,F,2691,1993-08-16,1325382575,0
153,2019-01-01 01:49:37,3583635130604947,56.35,F,1526206,1985-01-01,1325382577,0
154,2019-01-01 01:50:26,3541160328600277,55.81,M,1512,2003-05-07,1325382626,0
155,2019-01-01 01:50:31,3519607465576254,67.91,F,276,1929-05-06,1325382631,0
156,2019-01-01 01:53:40,348379466427142,75.82,M,139650,1957-01-23,1325382820,0
157,2019-01-01 01:54:46,4683638447911,123.14,M,1261,1972-07-01,1325382886,0
158,2019-01-01 01:56:49,374821819075109,8.34,M,9565,1927-12-11,1325383009,0
159,2019-01-01 01:56:51,30442439074871,14.03,F,6508,1981-06-22,1325383011,0
160,2019-01-01 01:58:20,213124978348176,1.46,M,1766,1962-06-04,1325383100,0
161,2019-01-01 01:59:23,4646845581490336108,10.26,F,4056,1990-06-25,1325383163,0
162,2019-01-01 02:00:05,2233882705243596,3.67,F,1923,1960-01-16,1325383205,0
163,2019-01-01 02:00:11,4623560839669,8.95,M,695,1954-07-15,1325383211,0
164,2019-01-01 02:00:43,374656033243756,51.6,M,207410,1984-07-03,1325383243,0
165,2019-01-01 02:01:07,4997733566924489,204.72,F,753116,1971-08-06,1325383267,0
166,2019-01-01 02:01:36,36890292963032,4.47,F,1100,1950-04-05,1325383296,0
167,2019-01-01 02:01:51,4538566639857,4.08,M,13835,1967-05-28,1325383311,0
168,2019-01-01 02:02:04,3514897282719543,145.75,M,10717,1952-10-13,1325383324,0
169,2019-01-01 02:02:23,4089096483689733451,56.34,F,24536,1983-10-14,1325383343,0
170,2019-01-01 02:02:53,4410582919485061752,31.8,M,9034,1969-03-02,1325383373,0
171,2019-01-01 02:03:48,3577663406369449,63.39,M,2470,1968-10-06,1325383428,0
172,2019-01-01 02:04:41,3558652751678952,8.29,F,2807,1931-01-26,1325383481,0
173,2019-01-01 02:06:56,2318062975163331,78.13,M,4593,1940-11-11,1325383616,0
174,2019-01-01 02:08:13,4998109455173950,52.67,F,545147,1987-11-18,1325383693,0
175,2019-01-01 02:08:48,4079773899158,2.11,M,129,1965-12-15,1325383728,0
176,2019-01-01 02:10:12,4740713119940984,5.27,F,9993,1962-10-16,1325383812,0
177,2019-01-01 02:12:07,4979422371139333,1.42,F,73,1935-02-10,1325383927,0
178,2019-01-01 02:12:48,6011552879910390,104.08,M,49,1981-07-05,1325383968,0
179,2019-01-01 02:12:52,4116554952971686,9.63,F,181438,1934-03-19,1325383972,0
180,2019-01-01 02:13:16,3575789281659026,39.98,F,2368,1989-07-17,1325383996,0
181,2019-01-01 02:14:03,4560004149983868183,192.82,F,525713,1992-05-09,1325384043,0
182,2019-01-01 02:14:41,4393520897625,34.76,M,1442,1982-05-20,1325384081,0
183,2019-01-01 02:16:47,4488258847705225890,9.5,F,52126,1929-08-23,1325384207,0
184,2019-01-01 02:16:47,30092964733035,182.1,F,14228,1971-03-26,1325384207,0
185,2019-01-01 02:17:46,4198470814557,78.43,F,2036,1971-08-20,1325384266,0
186,2019-01-01 02:20:32,4302480582202074,76.37,M,128715,1995-05-25,1325384432,0
187,2019-01-01 02:20:48,4683520018489354,6.37,M,93193,1995-04-19,1325384448,0
188,2019-01-01 02:20:56,3533742182628021,28.37,M,20478,1997-06-04,1325384456,0
189,2019-01-01 02:21:04,4969856774088583,5.82,F,137067,1951-12-04,1325384464,0
190,2019-01-01 02:21:43,30344654314976,41.01,F,1725,1967-05-27,1325384503,0
191,2019-01-01 02:22:31,3541554378551366,70.56,F,136895,1939-09-19,1325384551,0
192,2019-01-01 02:22:46,4761403817546679245,57.64,F,1679,1986-05-02,1325384566,0
193,2019-01-01 02:22:54,4239552724014407,119.47,M,6284,1936-03-27,1325384574,0
194,2019-01-01 02:23:37,6517217825320610,117.29,M,1196,1958-06-11,1325384617,0
195,2019-01-01 02:23:41,3560336828629935,65.05,M,590,1953-03-30,1325384621,0
196,2019-01-01 02:26:14,4364010865167176,61.99,M,276896,1997-03-12,1325384774,0
197,2019-01-01 02:26:16,4334230547694630,49.53,M,471,1967-08-02,1325384776,0
198,2019-01-01 02:27:58,4469777115158234880,54.47,M,47249,1980-11-22,1325384878,0
199,2019-01-01 02:28:24,4826655832045236,6.05,F,1850,1963-12-29,1325384904,0
200,2019-01-01 02:28:51,3595111028444131,157.07,M,1120,1957-04-17,1325384931,0
201,2019-01-01 02:29:25,4745996322265,59.19,F,1423,1998-10-07,1325384965,0
202,2019-01-01 02:31:06,4998109455173950,13.67,F,545147,1987-11-18,1325385066,0
203,2019-01-01 02:32:26,3576431665303017,57.57,F,1312922,1981-10-24,1325385146,0
204,2019-01-01 02:33:06,3566094707272327,99.08,F,34882,1971-04-25,1325385186,0
205,2019-01-01 02:33:45,3598895972308782,72.67,M,23805,1970-02-22,1325385225,0
206,2019-01-01 02:34:32,375534208663984,103.77,M,99,1986-03-28,1325385272,0
207,2019-01-01 02:34:54,4992346398065154184,123.35,M,532,1956-01-09,1325385294,0
208,2019-01-01 02:35:45,6573561108825071,2.07,F,413574,1968-06-18,1325385345,0
209,2019-01-01 02:36:15,3573386445588324,7.16,F,63,1969-10-30,1325385375,0
210,2019-01-01 02:36:30,2264937662466770,74.6,M,1595797,1995-10-17,1325385390,0
211,2019-01-01 02:36:48,3534330126107879,39.92,M,1446,1978-01-15,1325385408,0
212,2019-01-01 02:37:26,4449530933957323,29.19,F,337,1954-07-05,1325385446,0
213,2019-01-01 02:38:28,36078114201167,56.76,M,798,1926-06-26,1325385508,0
214,2019-01-01 02:38:31,4220345354880,7.6,M,24840,1960-01-20,1325385511,0
215,2019-01-01 02:38:49,4710826438164847414,128.24,M,192,1964-01-04,1325385529,0
216,2019-01-01 02:41:25,4119762878330989,19.73,F,6713,1945-08-19,1325385685,0
217,2019-01-01 02:41:55,4171397999167005,88.67,F,5648,1934-10-06,1325385715,0
218,2019-01-01 02:42:12,377026671291680,185.04,F,241,1974-10-27,1325385732,0
219,2019-01-01 02:42:25,3533177016567295,48.66,M,1517,1951-11-08,1325385745,0
220,2019-01-01 02:43:13,2235335206132667,47.01,F,2089,1963-06-22,1325385793,0
221,2019-01-01 02:43:50,4958589671582726883,79.96,M,43102,1950-11-27,1325385830,0
222,2019-01-01 02:46:17,4195740185974,3.32,M,841711,1963-04-04,1325385977,0
223,2019-01-01 02:47:49,36078114201167,67.0,M,798,1926-06-26,1325386069,0
224,2019-01-01 02:47:57,4561892980175,1.67,F,78968,1968-02-10,1325386077,0
225,2019-01-01 02:48:42,6011231546538393,150.61,M,15269,1993-07-05,1325386122,0
226,2019-01-01 02:49:55,4681699462969,4.73,M,158701,1978-03-06,1325386195,0
227,2019-01-01 02:50:00,340953839692349,60.71,M,134056,1980-05-18,1325386200,0
228,2019-01-01 02:51:32,373905417449658,59.84,F,2526,1970-11-12,1325386292,0
229,2019-01-01 02:51:34,4926376199189801,196.36,F,4726,1977-06-07,1325386294,0
230,2019-01-01 02:52:13,213154573301411,140.12,M,965,1982-02-10,1325386333,0
231,2019-01-01 02:53:55,4502539526809429801,19.1,F,2856,1926-08-27,1325386435,0
232,2019-01-01 02:54:10,4311368326621416041,1055.47,M,648,1969-09-21,1325386450,0
233,2019-01-01 02:54:39,180067784565096,193.9,F,2328,1942-01-06,1325386479,0
234,2019-01-01 02:56:15,372246459334925,140.33,M,1979,1970-03-13,1325386575,0
235,2019-01-01 02:56:28,4873783502705038,16.65,F,14871,1974-03-10,1325386588,0
236,2019-01-01 02:56:56,341546199006537,8.7,M,145,1939-11-09,1325386616,0
237,2019-01-01 02:58:49,30561214688470,55.25,F,166081,1998-10-01,1325386729,0
238,2019-01-01 02:58:51,4710792708725663,43.83,M,7692,1986-12-13,1325386731,0
239,2019-01-01 02:59:07,30242921189660,2.74,M,937,1958-04-06,1325386747,0
240,2019-01-01 03:00:10,581686439828,59.67,M,5507,1973-07-28,1325386810,0
241,2019-01-01 03:01:34,4586260469584,3.19,F,1631,1953-01-20,1325386894,0
242,2019-01-01 03:01:44,30235268718158,7.25,M,11250,1977-08-16,1325386904,0
243,2019-01-01 03:04:28,4587657402165341815,25.89,F,2135,2004-05-08,1325387068,0
244,2019-01-01 03:06:56,180067151859700,90.24,F,128354,1992-01-20,1325387216,0
245,2019-01-01 03:07:21,4873783502705038,202.71,F,14871,1974-03-10,1325387241,0
246,2019-01-01 03:07:26,343464013864032,378.58,F,6629,1962-08-13,1325387246,0
247,2019-01-01 03:09:38,36485887555770,22.08,M,267,2005-01-29,1325387378,0
248,2019-01-01 03:09:47,3559160581764413,75.73,M,1453,1974-02-15,1325387387,0
249,2019-01-01 03:10:00,4587657402165341815,77.59,F,2135,2004-05-08,1325387400,0
250,2019-01-01 03:10:23,6592074504369261,75.85,F,1526206,1972-05-23,1325387423,0
251,2019-01-01 03:10:59,4658490815480264,8.65,F,184,1945-11-04,1325387459,0
252,2019-01-01 03:12:06,501802953619,8.68,M,308,1958-09-20,1325387526,0
253,2019-01-01 03:12:10,4560395181594436016,176.57,F,11256,1972-10-18,1325387530,0
254,2019-01-01 03:12:23,4979422371139333,49.1,F,73,1935-02-10,1325387543,0
255,2019-01-01 03:12:40,4502539526809429801,1.25,F,2856,1926-08-27,1325387560,0
256,2019-01-01 03:12:57,4225990116481262579,3.14,M,4878,1966-12-03,1325387577,0
257,2019-01-01 03:13:46,4658490815480264,1.53,F,184,1945-11-04,1325387626,0
258,2019-01-01 03:14:48,4642894980163,56.83,M,7297,1990-07-13,1325387688,0
259,2019-01-01 03:15:26,4988304376504,464.74,M,2258,1937-03-17,1325387726,0
260,2019-01-01 03:15:42,5456712664803820,6.32,F,247,1961-10-24,1325387742,0
261,2019-01-01 03:16:02,676195318214,78.08,F,106,1983-07-24,1325387762,0
262,2019-01-01 03:16:25,4839615922685395,123.0,M,76,1955-05-06,1325387785,0
263,2019-01-01 03:18:00,213180742685905,44.68,F,1139,1951-01-15,1325387880,0
264,2019-01-01 03:21:04,4855853415727304322,89.7,M,3223,1954-06-30,1325388064,0
265,2019-01-01 03:24:07,3506592072985012,69.3,M,92608,2001-07-26,1325388247,0
266,2019-01-01 03:25:25,4186530744674,51.64,F,4913,1966-11-10,1325388325,0
267,2019-01-01 03:26:12,343819048608995,71.06,F,222785,1956-01-24,1325388372,0
268,2019-01-01 03:27:19,377550167323848,143.18,M,23045,1958-09-02,1325388439,0
269,2019-01-01 03:27:51,3561212938177173,158.49,M,8269,1977-01-04,1325388471,0
270,2019-01-01 03:28:02,3511058278399773,61.08,F,205,1960-01-06,1325388482,0
271,2019-01-01 03:30:49,36078114201167,145.21,M,798,1926-06-26,1325388649,0
272,2019-01-01 03:31:17,374497717543058,52.53,F,1190,1948-06-30,1325388677,0
273,2019-01-01 03:31:41,213195754007681,58.23,M,568,1969-07-24,1325388701,0
274,2019-01-01 03:35:15,4769426683924058915,77.01,F,1909,1954-08-22,1325388915,0
275,2019-01-01 03:35:27,3519232971341141,122.89,M,2208,1961-09-10,1325388927,0
276,2019-01-01 03:35:56,38199021865320,94.23,M,477,1988-04-15,1325388956,0
277,2019-01-01 03:37:04,2720012583106919,67.36,M,1126,1980-08-18,1325389024,0
278,2019-01-01 03:37:16,6597888193422452,8.93,M,2317,1964-08-23,1325389036,0
279,2019-01-01 03:37:43,3521815216091574,111.81,M,565,1978-08-27,1325389063,0
280,2019-01-01 03:39:30,213113028819344,1.27,F,6460,1959-09-27,1325389170,0
281,2019-01-01 03:39:45,349612764943496,93.78,M,467,1984-06-04,1325389185,0
282,2019-01-01 03:42:00,4922710831011201,3.43,F,1472,1941-03-07,1325389320,0
283,2019-01-01 03:42:46,3547560454237873,1.14,M,680,1966-12-21,1325389366,0
284,2019-01-01 03:42:50,4355790796238264643,7.09,M,1656,1969-08-04,1325389370,0
285,2019-01-01 03:45:11,3596217206093829,47.65,F,888,1988-03-25,1325389511,0
286,2019-01-01 03:45:30,5559857416065248,511.09,M,589,1945-12-21,1325389530,0
287,2019-01-01 03:45:42,38947654498698,73.77,F,321,1979-06-24,1325389542,0
288,2019-01-01 03:47:20,6506982560413523,68.23,F,36438,1985-04-15,1325389640,0
289,2019-01-01 03:47:28,3583635130604947,205.79,F,1526206,1985-01-01,1325389648,0
290,2019-01-01 03:49:16,4048508450704760,68.96,F,1749,1973-05-07,1325389756,0
291,2019-01-01 03:49:40,4099707841315751,62.03,M,9815,1975-07-07,1325389780,0
292,2019-01-01 03:49:49,4452366298769043,30.69,F,1563,1978-03-04,1325389789,0
293,2019-01-01 03:49:56,4646845581490336108,1.1,F,4056,1990-06-25,1325389796,0
294,2019-01-01 03:50:05,4171397999167005,72.9,F,5648,1934-10-06,1325389805,0
295,2019-01-01 03:50:59,3506042666828517,54.04,F,630,1959-07-30,1325389859,0
296,2019-01-01 03:51:28,571844099986,909.66,F,736284,1952-04-02,1325389888,0
297,2019-01-01 03:52:20,4045036286570100739,103.31,F,3066,1928-07-15,1325389940,0
298,2019-01-01 03:54:07,4400011257587661852,105.38,F,509,1980-09-15,1325390047,0
299,2019-01-01 03:54:59,4862293128558,66.73,F,489,1956-09-15,1325390099,0
300,2019-01-01 03:55:27,3529597810116815,92.62,F,1334,1986-12-17,1325390127,0
301,2019-01-01 03:56:02,2284059275940012,75.6,M,3289,1969-11-22,1325390162,0
302,2019-01-01 03:56:13,30328384440870,2.49,F,602,1954-07-14,1325390173,0
303,2019-01-01 03:56:52,4255397449664185994,2.87,M,1263321,1952-09-27,1325390212,0
304,2019-01-01 03:57:43,213186880359195,87.91,M,631,1973-02-14,1325390263,0
305,2019-01-01 03:58:29,4119762878330989,75.1,F,6713,1945-08-19,1325390309,0
306,2019-01-01 03:59:04,4319584480204988982,2.9,F,502,1960-02-01,1325390344,0
307,2019-01-01 03:59:35,4988304376504,57.43,M,2258,1937-03-17,1325390375,0
308,2019-01-01 04:00:47,374238209524200,122.86,M,60,1942-04-03,1325390447,0
309,2019-01-01 04:00:55,213126662687660,7.77,M,248858,1971-01-28,1325390455,0
310,2019-01-01 04:02:21,4505383113689,23.89,F,3289,1933-03-15,1325390541,0
311,2019-01-01 04:02:55,2713913904780408,46.24,F,6581,1964-02-13,1325390575,0
312,2019-01-01 04:03:44,213161231269724,68.34,F,67082,1963-02-09,1325390624,0
